year,month,day,airline,flight_number,origin_airport,destination_airport,departure_delay,arrival_delay,flight_duration
2022,7,4,AirlineE,7669,IAH,SEA,583,-20,509
2022,8,26,AirlineD,9835,LAX,LAS,-4,434,574
2022,10,7,AirlineA,6574,JFK,DEN,577,168,631
2021,11,17,AirlineC,9830,IAH,CLT,425,160,293
2021,1,2,AirlineB,2084,IAH,LAS,288,567,599
2021,3,16,AirlineC,5342,PHX,BOS,347,-22,575
2023,11,22,AirlineB,4811,ATL,MIA,402,322,245
2021,11,7,AirlineA,5339,ATL,CLT,448,584,384
2023,10,11,AirlineE,6168,IAH,LAS,136,77,510
2021,8,8,AirlineA,8177,ATL,SEA,447,188,289
2022,12,25,AirlineC,8744,IAH,SEA,379,158,51
2022,1,3,AirlineC,9935,LAX,SFO,267,420,244
2023,10,25,AirlineC,1488,JFK,SEA,172,260,223
2021,5,24,AirlineB,3340,ATL,SFO,170,-8,225
2022,2,1,AirlineB,9348,LAX,LAS,185,282,512
2021,6,26,AirlineC,2049,ORD,MSP,36,91,192
2021,4,7,AirlineE,3266,PHX,LAS,583,409,696
2021,1,25,AirlineE,3060,ATL,BOS,122,305,298
2021,11,26,AirlineC,2519,SLC,SEA,53,451,674
2021,3,17,AirlineD,7669,PHX,CLT,501,445,228
2022,12,12,AirlineE,4750,SLC,CLT,455,244,640
2022,11,26,AirlineE,2982,JFK,SEA,194,177,507
2021,7,7,AirlineC,8668,IAH,SFO,353,230,608
2021,3,25,AirlineA,1525,SLC,LAS,205,567,87
2022,9,20,AirlineC,9669,SLC,CLT,412,388,421
2022,6,9,AirlineD,2679,ORD,CLT,209,241,705
2021,6,3,AirlineC,9317,LAX,BOS,203,70,166
2021,6,2,AirlineE,2307,PHX,SEA,307,226,354
2023,11,28,AirlineC,1750,ORD,BOS,-22,276,333
2022,7,13,AirlineE,4119,JFK,CLT,494,122,452
2021,4,24,AirlineB,1053,ATL,CLT,442,318,132
2022,4,14,AirlineD,2654,SLC,CLT,541,0,428
2021,10,28,AirlineB,5386,JFK,CLT,333,317,275
2022,7,22,AirlineD,2588,DFW,LAS,571,-7,626
2021,3,5,AirlineC,2290,IAH,MSP,179,370,110
2023,7,7,AirlineD,5552,PHX,CLT,281,65,220
2021,11,18,AirlineB,2424,SLC,MIA,161,173,116
2022,5,7,AirlineB,4752,LAX,CLT,28,347,575
2021,3,11,AirlineD,1771,ORD,DEN,102,519,473
2022,12,3,AirlineD,4814,ORD,SEA,287,412,531
2021,10,19,AirlineC,3060,ATL,CLT,252,176,52
2021,8,3,AirlineD,5342,ATL,LAS,552,472,516
2022,10,2,AirlineA,1916,SLC,LAS,274,370,672
2021,7,8,AirlineB,9835,IAH,CLT,363,157,627
2021,7,23,AirlineA,4432,ORD,BOS,520,268,113
2023,12,24,AirlineB,2743,IAH,DEN,347,48,152
2023,6,14,AirlineD,7201,DFW,SEA,488,15,518
2021,2,21,AirlineD,9348,PHX,MSP,169,376,83
2021,5,4,AirlineB,9179,SLC,CLT,442,39,129
2023,11,8,AirlineD,6881,SLC,BOS,135,144,63
2023,2,6,AirlineC,2674,IAH,SFO,49,-19,324
2021,8,12,AirlineB,5554,JFK,SEA,422,18,695
2023,11,22,AirlineA,2489,DFW,CLT,23,582,49
2021,7,25,AirlineB,2169,PHX,SEA,174,63,61
2022,1,1,AirlineC,4733,LAX,SEA,68,141,216
2021,7,17,AirlineA,9179,PHX,SEA,182,524,449
2022,2,8,AirlineB,5552,PHX,LAS,147,-15,456
2023,6,1,AirlineD,7227,SLC,SEA,37,255,710
2023,6,2,AirlineA,5554,IAH,BOS,583,481,149
2023,9,26,AirlineE,2291,DFW,DEN,584,302,691
2023,7,22,AirlineB,8517,ORD,LAS,463,39,388
2021,10,19,AirlineD,9348,ATL,MIA,208,-9,676
2021,5,8,AirlineD,4119,ATL,DEN,31,110,428
2022,5,7,AirlineB,3266,ATL,MIA,213,582,499
2023,6,5,AirlineC,6155,JFK,MSP,265,-6,279
2023,6,11,AirlineB,4814,JFK,SEA,197,592,435
2023,6,6,AirlineD,7537,JFK,DEN,473,41,242
2021,11,5,AirlineB,2519,LAX,SFO,576,532,254
2021,9,3,AirlineD,8953,SLC,BOS,138,172,295
2022,3,20,AirlineB,7572,DFW,CLT,176,248,537
2021,6,13,AirlineD,7201,SLC,CLT,402,487,669
2023,7,25,AirlineB,9201,JFK,MSP,407,55,352
2023,9,5,AirlineE,4510,ORD,BOS,359,444,358
2022,5,13,AirlineE,9645,SLC,DEN,311,109,525
2021,3,7,AirlineA,5012,PHX,CLT,384,395,449
2023,6,13,AirlineD,5386,LAX,MSP,9,97,439
2023,3,7,AirlineD,9751,PHX,CLT,347,29,711
2022,7,24,AirlineB,5374,SLC,MIA,340,-2,705
2021,5,20,AirlineD,1117,ORD,BOS,223,586,637
2023,3,1,AirlineA,6804,LAX,MSP,377,570,127
2023,4,14,AirlineB,9669,DFW,BOS,482,515,719
2022,10,10,AirlineD,7669,LAX,DEN,556,322,191
2022,12,7,AirlineD,2104,DFW,MIA,142,473,46
2021,2,25,AirlineD,9689,IAH,BOS,411,144,225
2022,3,23,AirlineB,5741,SLC,SFO,484,82,506
2023,4,6,AirlineB,9279,ORD,SEA,235,388,496
2023,10,4,AirlineB,4611,DFW,DEN,356,97,328
2021,6,1,AirlineE,6820,SLC,CLT,73,-21,107
2022,1,22,AirlineE,1520,LAX,SEA,504,-23,429
2023,9,25,AirlineC,3927,SLC,LAS,588,409,389
2022,11,11,AirlineC,4432,PHX,MSP,357,595,103
2022,6,26,AirlineA,2824,SLC,MSP,112,-4,661
2021,9,9,AirlineB,6930,SLC,CLT,497,393,237
2021,11,27,AirlineC,4657,PHX,MIA,303,424,284
2023,8,13,AirlineE,4611,PHX,MSP,457,72,439
2022,10,7,AirlineB,9837,JFK,SFO,479,59,353
2023,9,28,AirlineD,2291,SLC,DEN,463,523,291
2021,4,6,AirlineA,5552,IAH,MIA,134,304,437
2022,4,24,AirlineC,6539,SLC,DEN,109,517,693
2023,8,3,AirlineC,6977,LAX,LAS,356,360,714
2023,9,28,AirlineD,7065,ATL,BOS,88,267,134
2021,2,11,AirlineE,1750,LAX,LAS,100,290,434
2023,12,1,AirlineC,9279,ATL,MSP,403,297,418
2023,3,17,AirlineE,3103,ATL,DEN,374,-21,596
2022,6,5,AirlineC,8428,SLC,CLT,120,585,335
2021,12,22,AirlineA,3705,PHX,BOS,484,96,325
2023,10,16,AirlineB,2743,DFW,MSP,30,311,201
2023,4,28,AirlineB,1514,JFK,SFO,469,371,351
2023,3,1,AirlineE,1771,PHX,MSP,454,326,445
2022,2,17,AirlineC,6313,ATL,MSP,69,104,376
2023,1,28,AirlineC,5808,ORD,SFO,422,464,343
2021,4,7,AirlineB,3167,JFK,LAS,559,74,196
2022,7,22,AirlineB,4811,LAX,LAS,455,153,98
2021,9,21,AirlineC,3103,IAH,SFO,383,220,79
2021,4,13,AirlineD,7572,ORD,MSP,61,444,710
2022,5,21,AirlineD,6930,JFK,DEN,89,54,169
2022,11,22,AirlineE,6977,JFK,CLT,250,66,652
2021,7,16,AirlineD,6168,ORD,DEN,303,35,595
2021,7,27,AirlineA,1771,SLC,DEN,501,568,596
2023,11,4,AirlineB,4681,LAX,SFO,583,154,50
2023,8,26,AirlineC,2674,JFK,SFO,558,181,713
2021,2,18,AirlineC,7669,JFK,DEN,97,488,350
2022,9,6,AirlineD,4681,JFK,SEA,277,17,576
2022,11,18,AirlineD,6881,SLC,LAS,505,330,665
2023,9,7,AirlineA,2049,JFK,SEA,7,162,190
2022,4,5,AirlineE,6038,ATL,LAS,254,101,682
2022,2,18,AirlineC,5010,IAH,SFO,379,437,130
2022,11,14,AirlineB,9005,ATL,DEN,245,167,426
2023,11,21,AirlineE,5342,ORD,MSP,127,293,489
2022,1,20,AirlineB,7873,DFW,DEN,514,82,606
2022,2,11,AirlineA,8019,PHX,BOS,119,201,325
2021,2,13,AirlineB,3266,LAX,DEN,149,509,358
2023,8,4,AirlineE,5040,DFW,BOS,592,71,94
2021,6,25,AirlineD,4150,PHX,MSP,458,576,175
2022,1,22,AirlineE,9423,ORD,SFO,116,357,626
2023,5,2,AirlineC,2160,ATL,MSP,438,157,494
2022,8,17,AirlineC,5422,IAH,SEA,282,59,357
2022,6,28,AirlineA,7118,LAX,DEN,215,65,214
2023,1,3,AirlineC,6038,SLC,MIA,404,490,184
2022,8,17,AirlineE,2104,LAX,MSP,-16,164,52
2023,7,23,AirlineE,8749,PHX,SEA,510,593,88
2023,8,6,AirlineE,6977,ORD,DEN,345,106,571
2022,1,14,AirlineD,9348,ORD,LAS,85,316,300
2023,2,10,AirlineC,9201,DFW,BOS,188,-28,691
2023,7,7,AirlineC,9479,JFK,CLT,469,28,409
2021,10,15,AirlineC,6168,PHX,DEN,-25,328,235
2022,6,1,AirlineA,5119,SLC,SEA,56,511,571
2021,7,4,AirlineD,1409,ORD,BOS,201,451,449
2022,5,12,AirlineD,4150,DFW,DEN,419,419,210
2021,6,24,AirlineD,1409,PHX,SEA,83,164,336
2021,3,13,AirlineD,4981,PHX,MIA,134,173,535
2023,5,4,AirlineD,9317,SLC,SFO,302,379,558
2023,12,27,AirlineD,7224,LAX,DEN,-9,99,204
2022,9,1,AirlineB,4582,PHX,MSP,581,-22,489
2022,5,10,AirlineD,8359,IAH,SEA,126,493,236
2021,5,25,AirlineA,3677,ATL,MSP,173,455,150
2023,12,17,AirlineE,4150,ATL,SFO,204,93,180
2022,1,9,AirlineB,5333,IAH,MIA,174,63,97
2022,7,17,AirlineC,1514,ATL,SEA,314,406,535
2021,9,14,AirlineA,7572,LAX,BOS,342,257,404
2023,7,8,AirlineC,2535,ORD,MIA,-30,23,374
2021,5,16,AirlineC,9645,LAX,MSP,159,228,548
2022,6,10,AirlineA,3615,JFK,SFO,309,339,415
2023,10,17,AirlineE,4593,ATL,BOS,185,568,438
2021,2,5,AirlineE,6514,JFK,SEA,167,426,146
2021,9,20,AirlineC,7572,SLC,SEA,516,127,89
2021,4,14,AirlineE,9423,DFW,LAS,344,429,689
2023,2,14,AirlineA,9201,IAH,MIA,140,583,325
2023,3,10,AirlineA,4946,JFK,SEA,377,476,590
2023,2,6,AirlineD,7669,IAH,MSP,380,591,323
2021,3,1,AirlineB,2403,ATL,MIA,495,436,560
2023,12,17,AirlineC,7572,ATL,BOS,244,535,166
2021,4,2,AirlineE,6820,DFW,MIA,121,254,181
2022,1,21,AirlineB,2654,LAX,MIA,325,589,422
2022,2,23,AirlineE,3677,ORD,MSP,596,271,377
2021,11,27,AirlineA,5304,ATL,BOS,150,232,61
2023,11,28,AirlineE,5552,IAH,BOS,588,534,256
2022,4,11,AirlineC,4814,IAH,SFO,426,207,489
2022,3,16,AirlineA,2743,ORD,CLT,159,150,238
2023,8,24,AirlineB,8397,DFW,MIA,287,136,226
2022,11,20,AirlineB,4257,ORD,DEN,406,221,510
2023,7,4,AirlineE,6881,JFK,DEN,356,363,66
2021,1,25,AirlineA,7224,ATL,DEN,244,116,687
2023,1,26,AirlineA,5552,PHX,DEN,177,112,536
2023,8,27,AirlineB,5386,PHX,CLT,128,219,102
2023,12,9,AirlineE,2674,JFK,MIA,75,527,348
2021,9,27,AirlineD,6635,JFK,SEA,-6,202,482
2022,3,12,AirlineC,6977,IAH,DEN,473,143,157
2021,2,10,AirlineC,7873,PHX,DEN,339,56,89
2023,3,6,AirlineD,1009,PHX,SFO,405,123,353
2023,5,12,AirlineA,7216,SLC,LAS,241,48,47
2021,11,5,AirlineC,5333,IAH,CLT,459,38,160
2023,7,24,AirlineC,5333,LAX,LAS,100,156,439
2022,6,16,AirlineD,9201,IAH,LAS,111,221,437
2022,9,16,AirlineE,6310,SLC,SEA,363,55,639
2023,7,17,AirlineE,7939,ATL,DEN,210,340,47
2021,1,12,AirlineE,1053,ORD,DEN,31,327,414
2021,5,15,AirlineB,6038,IAH,SEA,185,199,102
2023,3,4,AirlineB,3266,JFK,MSP,350,25,153
2023,10,3,AirlineD,8787,ORD,MIA,120,344,189
2021,4,3,AirlineA,2290,IAH,SFO,156,451,188
2023,9,23,AirlineC,8433,IAH,LAS,424,-17,338
2021,3,2,AirlineA,5342,ORD,SFO,-19,375,478
2023,8,18,AirlineC,2403,DFW,SEA,403,130,323
2021,9,13,AirlineB,4981,ATL,MSP,27,194,446
2021,12,18,AirlineE,7873,SLC,CLT,290,384,434
2021,1,26,AirlineC,8397,IAH,SEA,246,81,151
2021,6,20,AirlineC,9935,ATL,BOS,136,524,154
2021,4,20,AirlineA,4119,DFW,SEA,534,176,698
2021,4,9,AirlineA,2290,JFK,CLT,16,19,367
2021,5,1,AirlineC,7669,DFW,MSP,482,169,367
2022,12,12,AirlineB,1514,LAX,LAS,387,485,148
2023,3,1,AirlineE,9348,SLC,MIA,267,135,200
2023,8,3,AirlineA,4899,ATL,SEA,114,134,558
2023,12,20,AirlineE,8062,PHX,CLT,104,317,342
2022,10,28,AirlineD,1520,IAH,SEA,183,595,666
2021,3,19,AirlineD,3615,JFK,SFO,286,530,134
2022,2,15,AirlineC,2291,DFW,SFO,39,256,635
2022,6,3,AirlineA,6925,SLC,BOS,454,232,497
2023,3,4,AirlineE,3927,JFK,LAS,263,380,463
2023,11,5,AirlineD,7543,PHX,LAS,55,393,563
2022,5,22,AirlineA,9835,JFK,SEA,544,-22,203
2021,5,13,AirlineB,2290,IAH,DEN,198,367,518
2023,2,12,AirlineD,3591,SLC,DEN,57,154,155
2022,7,7,AirlineD,7482,LAX,LAS,320,588,542
2021,12,24,AirlineD,4527,DFW,CLT,9,528,204
2022,3,21,AirlineB,6155,JFK,MSP,33,340,485
2022,4,2,AirlineB,3286,IAH,BOS,228,150,130
2021,2,9,AirlineD,4611,DFW,CLT,399,507,264
2023,5,6,AirlineA,1106,IAH,LAS,274,138,248
2022,7,16,AirlineD,9005,ORD,MSP,333,554,443
2021,9,26,AirlineE,5741,LAX,SFO,301,294,59
2021,8,5,AirlineD,6155,LAX,MSP,239,503,48
2022,3,21,AirlineD,8177,LAX,MIA,193,162,475
2023,9,25,AirlineB,3705,IAH,SEA,326,184,240
2023,10,1,AirlineC,7543,JFK,BOS,284,484,172
2023,8,21,AirlineD,2040,IAH,LAS,330,525,481
2023,6,4,AirlineB,5808,IAH,LAS,151,536,654
2021,9,14,AirlineD,6313,IAH,BOS,71,59,151
2021,11,1,AirlineE,2040,LAX,CLT,527,72,693
2022,9,19,AirlineA,6539,DFW,MSP,186,198,510
2023,7,4,AirlineB,8433,LAX,LAS,445,392,705
2023,12,13,AirlineA,4593,ATL,BOS,244,240,359
2022,11,8,AirlineA,7304,JFK,MIA,-4,127,428
2023,12,20,AirlineC,8517,ORD,MSP,217,539,445
2021,10,21,AirlineD,4582,IAH,SFO,369,147,457
2022,9,6,AirlineD,7065,LAX,SFO,486,91,691
2023,7,27,AirlineC,6038,ORD,LAS,178,65,140
2021,7,1,AirlineE,8527,JFK,DEN,555,361,70
2023,12,5,AirlineD,7118,PHX,SFO,215,197,349
2021,9,27,AirlineB,8953,IAH,BOS,22,251,129
2021,11,1,AirlineE,6574,LAX,CLT,580,95,154
2021,5,9,AirlineB,1106,LAX,CLT,340,182,445
2021,8,26,AirlineA,2040,LAX,CLT,48,185,474
2022,6,21,AirlineD,3045,ORD,BOS,-20,152,720
2023,11,20,AirlineA,6514,PHX,LAS,465,598,659
2023,1,6,AirlineE,8744,DFW,DEN,167,590,75
2023,1,17,AirlineE,2545,ORD,SEA,343,87,267
2021,6,5,AirlineB,8359,ORD,BOS,250,463,249
2021,6,23,AirlineE,2982,DFW,CLT,477,416,569
2022,4,9,AirlineB,5741,DFW,MSP,75,567,646
2022,3,26,AirlineB,5562,SLC,MSP,426,403,655
2023,5,27,AirlineC,4295,LAX,MSP,409,174,625
2022,6,21,AirlineA,6573,ORD,MIA,493,229,645
2022,5,20,AirlineE,9830,IAH,MIA,87,154,375
2022,3,12,AirlineB,9928,ATL,LAS,350,118,366
2021,1,11,AirlineA,4899,PHX,SEA,446,551,374
2021,9,3,AirlineD,6313,ATL,SEA,75,544,329
2023,10,26,AirlineA,2403,IAH,MSP,295,297,247
2021,1,26,AirlineD,5889,JFK,BOS,401,92,172
2022,3,20,AirlineC,3103,IAH,SEA,560,-9,336
2021,11,26,AirlineE,1409,SLC,BOS,104,382,82
2023,9,2,AirlineC,8397,JFK,DEN,451,67,470
2023,5,9,AirlineC,7669,PHX,MSP,51,539,365
2022,10,2,AirlineD,6168,SLC,CLT,94,352,677
2021,1,8,AirlineA,5506,ORD,DEN,300,416,276
2021,2,7,AirlineC,9005,JFK,MIA,235,14,158
2021,5,3,AirlineC,7482,IAH,BOS,144,111,642
2022,2,5,AirlineC,5333,IAH,CLT,95,504,585
2021,10,16,AirlineD,4598,PHX,CLT,201,64,315
2022,12,3,AirlineC,4923,ATL,SEA,49,46,551
2021,4,1,AirlineB,3591,IAH,SEA,469,77,393
2021,10,25,AirlineE,7126,PHX,BOS,434,127,561
2021,3,8,AirlineC,9085,SLC,SEA,379,162,115
2022,7,6,AirlineC,8962,LAX,SFO,442,79,157
2021,1,15,AirlineB,8573,JFK,CLT,513,433,405
2022,2,18,AirlineA,9830,IAH,SEA,124,376,559
2022,9,11,AirlineA,2876,DFW,LAS,70,20,709
2022,12,14,AirlineB,1525,ATL,MSP,150,578,327
2023,10,16,AirlineE,5119,LAX,MIA,224,83,269
2021,1,2,AirlineE,8573,ATL,DEN,514,73,327
2021,10,23,AirlineD,1771,IAH,DEN,195,244,552
2021,3,26,AirlineB,3287,DFW,BOS,-27,66,234
2023,12,20,AirlineD,8744,DFW,SEA,144,292,116
2021,3,11,AirlineD,6635,JFK,CLT,408,312,66
2021,5,3,AirlineB,4608,JFK,LAS,455,567,46
2022,4,16,AirlineA,1488,JFK,BOS,203,507,560
2021,3,25,AirlineA,7924,DFW,LAS,433,472,404
2023,5,22,AirlineD,3803,PHX,CLT,-17,331,353
2023,6,17,AirlineE,9201,LAX,BOS,501,-9,196
2022,4,22,AirlineB,5304,SLC,MIA,220,561,486
2022,4,24,AirlineA,4733,IAH,DEN,250,527,505
2023,3,9,AirlineC,7482,IAH,MSP,252,286,240
2021,10,17,AirlineC,7932,LAX,MSP,435,550,400
2022,2,1,AirlineD,2163,ORD,CLT,123,505,341
2023,9,22,AirlineB,7572,SLC,BOS,36,271,60
2022,1,7,AirlineC,3103,LAX,MIA,470,283,50
2022,6,22,AirlineA,2535,DFW,SFO,328,260,559
2023,9,5,AirlineA,9423,DFW,SFO,171,412,644
2021,5,8,AirlineA,1053,PHX,SEA,365,402,453
2021,5,10,AirlineE,2084,ORD,MSP,300,562,187
2023,4,9,AirlineB,7304,ATL,BOS,282,57,349
2023,11,15,AirlineE,4150,IAH,MSP,68,111,584
2022,12,11,AirlineE,2163,PHX,CLT,332,407,522
2022,7,15,AirlineA,1949,JFK,MSP,60,113,674
2022,4,19,AirlineE,4593,ORD,BOS,24,372,173
2022,11,1,AirlineD,2588,SLC,MIA,56,26,321
2023,2,11,AirlineE,3615,DFW,CLT,309,32,169
2023,10,22,AirlineE,8744,JFK,SEA,498,117,620
2023,8,5,AirlineB,4770,ORD,BOS,288,-24,541
2023,12,7,AirlineA,4257,JFK,SFO,588,93,577
2021,4,7,AirlineA,1053,JFK,CLT,370,26,169
2022,7,16,AirlineB,6820,DFW,CLT,96,412,194
2023,1,6,AirlineB,4981,ATL,SFO,493,529,250
2022,8,10,AirlineC,6539,LAX,CLT,346,251,445
2022,12,26,AirlineA,8123,IAH,MSP,121,-2,335
2022,2,19,AirlineD,5506,DFW,MIA,425,13,408
2021,8,24,AirlineD,5422,JFK,SFO,336,482,560
2021,6,23,AirlineE,2489,LAX,SFO,125,330,716
2023,10,11,AirlineD,4899,ORD,BOS,280,373,114
2023,8,13,AirlineD,9645,ORD,BOS,102,301,647
2023,6,19,AirlineE,3621,LAX,MIA,0,132,282
2021,11,4,AirlineD,4608,SLC,LAS,207,212,152
2021,12,13,AirlineD,1434,JFK,BOS,87,8,119
2022,6,20,AirlineA,5803,PHX,DEN,430,356,181
2023,10,18,AirlineB,5741,DFW,CLT,418,262,275
2021,12,6,AirlineD,1009,ATL,DEN,566,-6,689
2023,2,7,AirlineA,6881,JFK,LAS,387,551,604
2021,6,6,AirlineE,5889,ATL,SEA,554,455,557
2022,6,20,AirlineE,6881,LAX,CLT,407,355,117
2023,2,5,AirlineE,6168,LAX,DEN,480,206,97
2023,9,11,AirlineA,6977,DFW,BOS,369,336,114
2021,5,3,AirlineE,8962,ATL,BOS,378,28,604
2023,2,19,AirlineD,3677,JFK,MIA,316,401,312
2021,6,25,AirlineA,6881,ATL,LAS,33,211,550
2021,10,20,AirlineA,3287,LAX,MSP,582,597,127
2023,8,5,AirlineC,8953,JFK,DEN,6,478,564
2021,11,12,AirlineD,5315,DFW,SEA,-9,26,71
2021,9,20,AirlineD,1117,JFK,CLT,23,366,431
2023,3,14,AirlineD,6947,ORD,DEN,418,90,675
2022,6,7,AirlineC,1188,JFK,SEA,207,64,647
2021,4,14,AirlineE,2290,JFK,MIA,225,28,123
2021,3,15,AirlineB,6313,JFK,LAS,328,586,715
2021,5,5,AirlineE,2796,SLC,DEN,48,48,301
2023,4,16,AirlineC,8428,SLC,BOS,345,534,344
2023,4,17,AirlineC,6155,LAX,MIA,324,390,681
2022,5,3,AirlineB,6881,ATL,BOS,536,185,170
2022,12,27,AirlineB,7912,ATL,CLT,434,86,66
2022,1,9,AirlineC,3060,IAH,BOS,56,31,330
2023,7,16,AirlineA,9348,IAH,CLT,15,199,255
2022,3,22,AirlineD,6310,JFK,BOS,2,524,401
2021,10,25,AirlineC,3677,ATL,MIA,319,414,482
2023,12,25,AirlineA,5552,IAH,BOS,517,444,479
2023,12,19,AirlineE,5010,ORD,MSP,448,213,180
2021,5,26,AirlineC,8359,ATL,BOS,315,554,449
2021,10,9,AirlineC,8573,DFW,MIA,97,284,627
2023,6,27,AirlineC,6925,SLC,CLT,-13,420,54
2022,1,12,AirlineD,8177,ATL,MSP,29,563,126
2022,10,18,AirlineC,1434,SLC,SFO,234,252,310
2022,3,8,AirlineB,5333,JFK,SEA,87,9,233
2023,9,28,AirlineD,2133,PHX,MIA,536,203,107
2023,5,9,AirlineA,4608,PHX,MIA,584,210,403
2021,2,17,AirlineD,3547,LAX,SEA,178,303,629
2022,11,14,AirlineA,9479,IAH,BOS,116,-5,379
2023,6,11,AirlineD,2982,PHX,CLT,271,1,209
2022,1,10,AirlineB,3103,JFK,DEN,593,186,365
2023,12,25,AirlineE,2133,PHX,SEA,357,566,78
2023,12,5,AirlineD,2588,LAX,DEN,199,548,560
2023,11,18,AirlineD,9005,LAX,MIA,591,453,720
2023,9,15,AirlineC,8573,ATL,BOS,219,306,293
2022,4,15,AirlineC,8749,LAX,SEA,425,389,415
2021,6,18,AirlineE,7873,PHX,CLT,589,205,504
2022,4,19,AirlineB,9005,ATL,MSP,568,111,665
2022,5,11,AirlineC,6514,LAX,MSP,401,487,196
2023,8,21,AirlineB,4150,SLC,MIA,140,93,473
2022,9,23,AirlineD,4981,LAX,SFO,4,411,69
2023,3,3,AirlineB,7126,IAH,MSP,332,100,456
2023,9,8,AirlineC,6514,PHX,LAS,575,593,676
2021,12,2,AirlineA,8744,PHX,CLT,388,430,491
2022,8,23,AirlineB,9834,ORD,DEN,125,-23,652
2023,6,22,AirlineD,9348,PHX,CLT,150,490,647
2022,2,8,AirlineC,2743,PHX,MIA,547,500,582
2023,9,28,AirlineD,1916,PHX,MSP,296,152,191
2021,12,24,AirlineB,5119,DFW,LAS,71,325,336
2021,2,10,AirlineC,3927,SLC,SEA,143,265,310
2023,2,8,AirlineC,6635,LAX,SEA,535,490,217
2021,10,2,AirlineE,9005,ATL,MIA,470,-4,423
2021,5,19,AirlineD,9834,SLC,SFO,434,272,157
2023,12,28,AirlineA,9797,IAH,CLT,239,58,185
2022,12,22,AirlineA,9830,LAX,SEA,46,304,205
2023,6,9,AirlineD,7537,LAX,LAS,9,413,147
2023,9,11,AirlineB,4923,JFK,MIA,221,110,645
2022,4,22,AirlineB,3677,SLC,SFO,466,161,553
2022,3,7,AirlineA,3646,ATL,MIA,414,38,547
2023,10,7,AirlineB,7912,IAH,BOS,598,359,691
2023,4,21,AirlineC,9201,ORD,BOS,207,269,541
2022,11,13,AirlineE,5304,SLC,BOS,68,194,160
2022,7,15,AirlineC,2169,IAH,DEN,150,445,371
2023,2,12,AirlineD,6413,ORD,CLT,470,585,466
2023,4,1,AirlineC,8573,ATL,MSP,32,545,375
2022,11,11,AirlineD,1771,SLC,MSP,378,236,100
2022,8,24,AirlineB,3340,JFK,BOS,428,389,271
2023,3,18,AirlineB,7735,LAX,LAS,102,589,597
2021,12,1,AirlineD,1106,PHX,LAS,536,34,715
2021,9,7,AirlineC,9005,ATL,SFO,518,375,279
2022,3,12,AirlineC,2040,ATL,SEA,-17,6,65
2023,2,17,AirlineD,3927,JFK,SFO,259,278,69
2021,11,25,AirlineB,2424,DFW,DEN,356,380,179
2023,5,28,AirlineA,7873,LAX,MSP,-10,-15,599
2023,3,4,AirlineE,1771,ATL,BOS,301,405,569
2023,1,10,AirlineC,5808,ATL,DEN,240,560,527
2022,5,14,AirlineA,8428,IAH,BOS,464,261,591
2023,4,13,AirlineA,5889,IAH,LAS,529,80,508
2021,10,1,AirlineD,6804,ATL,CLT,348,458,621
2021,11,10,AirlineC,6635,LAX,DEN,544,143,257
2022,10,8,AirlineA,6635,IAH,CLT,505,550,283
2021,8,9,AirlineD,2084,PHX,SFO,7,299,623
2023,7,28,AirlineA,8573,ATL,CLT,528,481,365
2023,4,11,AirlineD,2160,SLC,DEN,77,405,124
2022,3,25,AirlineA,3045,LAX,SFO,172,418,161
2021,7,16,AirlineB,6107,SLC,SFO,530,398,453
2021,5,4,AirlineD,1525,DFW,LAS,599,350,622
2023,3,5,AirlineC,9837,ATL,LAS,501,589,302
2022,8,7,AirlineC,8749,ORD,SFO,506,455,55
2022,7,6,AirlineB,8433,LAX,MIA,289,162,249
2023,2,18,AirlineD,7482,LAX,MIA,449,578,205
2021,6,21,AirlineE,6977,PHX,MIA,167,251,336
2022,10,24,AirlineC,6930,IAH,BOS,544,524,701
2023,4,3,AirlineE,8527,LAX,SEA,256,152,314
2023,2,5,AirlineE,3060,IAH,LAS,559,576,664
2022,12,28,AirlineE,1344,SLC,SEA,142,-28,282
2021,2,26,AirlineE,5333,ORD,SFO,456,-30,376
2021,1,5,AirlineE,2876,IAH,CLT,304,279,557
2021,4,18,AirlineD,3266,IAH,CLT,333,289,579
2022,9,3,AirlineE,7227,ORD,BOS,116,417,618
2022,8,23,AirlineC,2163,LAX,MSP,326,152,70
2022,8,25,AirlineC,4510,IAH,SEA,543,165,436
2022,3,24,AirlineA,5741,SLC,LAS,508,169,50
2023,5,11,AirlineA,6930,DFW,MIA,591,249,79
2023,5,21,AirlineD,2796,JFK,BOS,250,28,630
2021,12,16,AirlineE,7537,SLC,CLT,147,454,708
2023,2,2,AirlineC,9935,ORD,SFO,104,54,474
2021,1,15,AirlineA,4456,LAX,BOS,168,598,62
2022,11,28,AirlineC,2160,ORD,LAS,498,-16,457
2022,11,22,AirlineA,1434,ATL,SFO,243,55,221
2022,1,9,AirlineE,5741,IAH,SFO,-27,288,325
2023,6,4,AirlineC,3591,LAX,CLT,60,89,137
2021,12,3,AirlineB,6155,JFK,SFO,-20,192,698
2022,8,3,AirlineB,5386,ATL,SFO,287,24,433
2023,5,6,AirlineC,6881,PHX,MSP,201,162,324
2021,3,10,AirlineC,2104,SLC,BOS,64,471,408
2023,6,12,AirlineE,6573,ORD,MIA,569,364,204
2023,10,7,AirlineD,3287,DFW,SEA,320,485,609
